epoch,f1,loss,val_f1,val_loss
0,0.3937232317134626,0.6361281527195737,0.40467276188721907,0.5507399858404552
1,0.3894310234717359,0.6433206145404196,0.4153053402463102,0.545333973060256
2,0.39078212147056335,0.6430082948395702,0.41413847314889773,0.5461195504395878
3,0.389088131785125,0.6455815466847613,0.42510485387163055,0.542300559456068
4,0.38987582769419055,0.6457575709157294,0.4219338743698037,0.5454031812104868
5,0.3877473492340783,0.6488414493017797,0.4286792541636441,0.5441745561829557
6,0.38567578100716904,0.6501014468964978,0.41470317193971895,0.5510182914977654
7,0.3889401994913025,0.6472015136871055,0.42239937435110575,0.5514473176581849
8,0.3889519628957108,0.6469563539473762,0.4096490270716146,0.5504681808497763
9,0.38307949051861134,0.6577914983733654,0.41110445619218056,0.5513474933568461
10,0.3890953861123107,0.6461219678423323,0.42757073588235,0.5456987627310127
11,0.390094147511892,0.6439457209065351,0.42713109215967654,0.5442418392160608
12,0.39127543243108703,0.6418719417464183,0.4290700029134352,0.5448296674087556
13,0.39076041166367487,0.6426612660740848,0.41447744736359515,0.5494709025700695
14,0.39198027220122333,0.6428321627555565,0.4184715012482899,0.5471547767204286
15,0.3928008580525902,0.64056110818399,0.41024033940411975,0.5517748738824951
16,0.39054974109965207,0.6414774019780357,0.4206496802260552,0.5464044989442444
17,0.3934563081511104,0.6385808057753334,0.4176135014525222,0.5450353793168787
18,0.39496155888066187,0.6360705273998818,0.42369834700126957,0.5451798584254328
19,0.3933096356235617,0.6378182128547205,0.41099951157914666,0.5510408480925705
20,0.39391544598276906,0.6362860695469987,0.4225367867892263,0.5409906353316304
21,0.39526118268436333,0.6342510728233748,0.42562499237838836,0.548594174329398
22,0.3951248490847878,0.634145233871102,0.42230218135557096,0.5429764377602908
23,0.39608533463894907,0.6326453610541518,0.4202227972255983,0.545363362519
24,0.39584527031090105,0.6326727919201858,0.4223705149559621,0.5450131475098451
25,0.3974722258141751,0.6306492663965576,0.42820339072971403,0.5395250621037734
26,0.3948943362391884,0.6324797991707015,0.42389310940846786,0.5420268407321279
27,0.3969045500847342,0.6305160479550876,0.4166451374397152,0.5482721620156114
28,0.3974808405199466,0.6280540368970584,0.4310277915002586,0.5375580990314098
29,0.3980800411209486,0.6270513918972207,0.4257919653185237,0.5385156469756649
30,0.39784439774106906,0.6267153587434269,0.42734155316533484,0.537330810801561
31,0.39989204242234244,0.624363988043502,0.43175927758156457,0.5338638635246088
32,0.40076798561808624,0.6240841539553033,0.4305745823454349,0.533099161710335
33,0.4016603738167885,0.6234377996943601,0.4335953846544432,0.5296089380334071
34,0.4008414746124754,0.622425659239833,0.4267997120348155,0.5372168158013109
35,0.40150185256795706,0.6212161072665703,0.4238812043289545,0.536919055874602
36,0.40233388387760277,0.6193588064261868,0.4303361615304925,0.5368861072932902
37,0.4024549834202682,0.6185799096410524,0.429661837174537,0.536509432108475
38,0.40230115936158234,0.6198022235353384,0.4316622612132802,0.5352346769529062
39,0.40362572822285064,0.6171809122957452,0.43288823281274535,0.5334482137269032
40,0.40325502972174027,0.6158883722288334,0.4282105198514011,0.5359804439576036
41,0.40345481560100527,0.615712167750692,0.4276414021590514,0.5357401364293711
42,0.4047540305824795,0.613812944365009,0.4340064395630537,0.533749888173027
43,0.40600601231381067,0.6126095609604515,0.4351205877896033,0.5315761993571089
44,0.4068848633880768,0.6120182121787092,0.4325186215674186,0.5315985462127568
45,0.4061288639352681,0.6114991423169318,0.436567417608905,0.5332310722112735
46,0.4059317013025962,0.6113396035596423,0.43255269793750645,0.5334351257886231
47,0.4063373317626546,0.6105430860487708,0.43246573025375584,0.5329610507006242
48,0.4071244543092726,0.6092323721897047,0.43590099615003014,0.5313376443727594
49,0.4076749605910532,0.6088587874878992,0.43557309944465245,0.5315689697260382
