epoch,f1,loss,val_f1,val_loss
0,0.4131108418393963,0.5832235140431778,0.4287694379860644,0.5049714473216618
1,0.41080362928176767,0.5883760004346591,0.45718389337636195,0.4961692964008076
2,0.4144052808483531,0.5841901166030019,0.42166990181364405,0.509550194282062
3,0.4141468335990796,0.5850958321467781,0.42799588300218727,0.500890266419917
4,0.4155834800000497,0.5835809445243367,0.43712130767195495,0.5019246335993928
5,0.4146721504787563,0.5866175785606749,0.4354839965367446,0.5042214976200218
6,0.41599423922593676,0.5831909994080471,0.44570374254290573,0.4957781125443065
7,0.41574852684692737,0.5841405734117542,0.4542045215485258,0.4966910029741764
8,0.41807795711198814,0.581120586186211,0.440634267711204,0.49704147740769783
9,0.41715978860105424,0.5813916164781014,0.44575522766881903,0.49444372336349046
10,0.41928138472368975,0.5781970441880097,0.4532097945662838,0.49937747863526527
11,0.4209316478747155,0.5757560851134633,0.44796009161886935,0.49307250332573505
12,0.42022833876013915,0.5767859952314786,0.4560051026733469,0.49531915022333994
13,0.42247596994270425,0.5734773618077645,0.4533899379112103,0.4906159328339211
14,0.42143928893609955,0.5745792527761834,0.45182730696920215,0.4896472052105479
15,0.42224366004214337,0.5742084070464777,0.4548386868170683,0.49030934212878874
16,0.4222415080082419,0.5730534656747234,0.46279337318344105,0.49065329835144467
17,0.42365953232869125,0.5721987614670064,0.4569565806897749,0.48918364632400707
18,0.4248533657552582,0.5696134526608992,0.4545212930564984,0.48355980896867773
19,0.425002003781819,0.5687384416204334,0.46437086370848524,0.48819978436813105
20,0.4262834091219795,0.5675895357342582,0.46617509010851854,0.48397056437485597
21,0.42765873468568716,0.5651635917443326,0.45410922758091593,0.4860685976144908
22,0.4277971627408595,0.5641818893268146,0.46328532181677873,0.48496601046860854
23,0.42846375590460545,0.5630344584894014,0.4667382206984305,0.4921453029984309
24,0.42980812296493104,0.5604126696725763,0.45645593036722026,0.48373648239013045
25,0.43110763033705896,0.558980858917703,0.45566757496028976,0.48505414993730406
26,0.43094276410958676,0.5578757580343048,0.46078504848313667,0.4792866712849798
27,0.4308457439863874,0.5589943913455937,0.45477945971614125,0.4866157041926242
28,0.4320442394939597,0.5569592152807629,0.46090607350068113,0.48449587305072855
29,0.4316593696939489,0.5562584206971776,0.4669594244894949,0.4768843833913285
30,0.4339809058107599,0.5543029853473922,0.454035753988675,0.4799583736765702
31,0.43347648796326094,0.5534921480663824,0.4533160595742649,0.48497527138695595
32,0.4342664403455675,0.552684166060944,0.4660148465564894,0.47938174310305404
33,0.4345454966493242,0.5507104121706604,0.46000497935782364,0.4805091275302529
34,0.4357669174553724,0.5488241546332445,0.46110431621601305,0.48070645355212105
35,0.4361199017571042,0.5490835723602643,0.47112043737718745,0.4802651992699728
36,0.4365872873562535,0.5477616880001649,0.4652344575044873,0.47499858798929717
37,0.43700355800618323,0.5463523795440991,0.4689564291741574,0.4778745916396115
38,0.43794566092235404,0.5452523105517839,0.4652470835644415,0.47842933252476455
39,0.43938043555102285,0.5438714179494176,0.4723401555842522,0.47658272305358845
40,0.4392731518539868,0.5427111007278864,0.4685204564576614,0.48063039173971583
41,0.4393142457659224,0.5424706683388633,0.469143507161814,0.4820040184276957
42,0.4396224991496217,0.54165330870198,0.46143980218098835,0.4791358688323114
43,0.4399340001737047,0.5405856479839635,0.4693269669552742,0.47691825518117525
44,0.4410742392109949,0.5394151078729021,0.46538555527995673,0.4765140416242811
45,0.44159302595186983,0.5378718792862767,0.46960199595874075,0.47573887921316255
46,0.44194895353517316,0.5379092209705341,0.4733220234907342,0.47432645127076195
47,0.44169604416292385,0.5374910152798817,0.4748391151774571,0.47428965923501093
48,0.44294224176574504,0.5367843759233759,0.472952050758874,0.47534525284559315
49,0.442840256792114,0.536086891538902,0.47156347748958455,0.4753878945298511
