epoch,f1,loss,val_f1,val_loss
0,0.4257383824400056,0.5676552311796436,0.45808070305890736,0.48911142683639364
1,0.4209240052911594,0.5763723654379739,0.442909633607348,0.4910822060068371
2,0.4199245444330976,0.578855065977863,0.4498094976151388,0.4906163122900736
3,0.42008549010564783,0.5796237100437995,0.4540227152453194,0.4899310613108025
4,0.41818895577356274,0.5811273864942881,0.4568388162787192,0.48663654063962397
5,0.41947433556146824,0.5805668340211101,0.44764326643465197,0.48818012890518453
6,0.41997175595361447,0.5797386616247275,0.4512845952426091,0.4883668484341226
7,0.419119929164167,0.5815826098768908,0.4529715501087102,0.4960592793055304
8,0.4206014435830272,0.579674346577506,0.44716507024184077,0.493539900419445
9,0.4216204064290693,0.57770999306689,0.457460158411061,0.49233973528448255
10,0.41961229482408346,0.5801054012191744,0.45565236503586803,0.49255858019405097
11,0.4209190443433656,0.5782880187358039,0.4543662693867455,0.4915050362908098
12,0.4222319361178112,0.5757453441811933,0.45133657903974767,0.4872683775968705
13,0.42082877254816653,0.5794592654423026,0.47219620944887947,0.4907763335801164
14,0.4232310688083671,0.5746713562414116,0.4583560582602769,0.4919475745181412
15,0.42286027963187245,0.5739459705719768,0.4489876862677315,0.4901247477905155
16,0.4236116735472482,0.5734920053655124,0.4614457241356052,0.4861231836855587
17,0.4237986209921748,0.5722021018651262,0.45452212901647676,0.48712147565547487
18,0.42471238830249286,0.5697385558386118,0.45668273315100794,0.4846532438055795
19,0.423885841193919,0.571738883150351,0.4555302615391717,0.48878174678753367
20,0.425056720231345,0.5690801092600046,0.45901623339058195,0.4877651884560212
21,0.4272308345947383,0.5672113044838898,0.4639274132882877,0.481575338605739
22,0.42604741076601593,0.5683134315838744,0.45042006346751434,0.4854386635374083
23,0.4274661616773842,0.5670807814111151,0.45369997267262535,0.48771402590484986
24,0.42810887309164275,0.5635355255970989,0.4578643158505667,0.4843694948219893
25,0.42861758943595496,0.5635630104807593,0.4585634205495531,0.4848313494445443
26,0.4294982170146191,0.5618525810627676,0.46823727561925566,0.4892197894030153
27,0.4300813779521637,0.5609117144519912,0.45107372196029955,0.49216202291254174
28,0.4308395068283776,0.5604198847106034,0.45957629175845643,0.4862348141750318
29,0.4308358797474991,0.5582854300831448,0.4551645511990165,0.47871345971469825
30,0.4315644921916759,0.5566605674557561,0.45731685911578795,0.4843849366357823
31,0.4333604549299234,0.5567355860440917,0.4700004752161463,0.4825089003491031
32,0.43233685230125696,0.555803107197414,0.46158614895722105,0.4827360465967927
33,0.43325910678479035,0.554253745513853,0.4628794922189209,0.48449526465012754
34,0.4342378567625448,0.5537188317284653,0.4711790337692258,0.47833713344700063
35,0.4349938847436897,0.5525953859434763,0.46321950502458553,0.4786663591951043
36,0.4356529947052325,0.5512156091320637,0.4707156685728808,0.47874945475591746
37,0.4358140051297071,0.5499380061603801,0.4680730712660023,0.4808055451093924
38,0.4368556603014039,0.5485004165009576,0.4695088292672739,0.47835692357831394
39,0.4370365656854807,0.5479479302957088,0.4728033666078203,0.47746136622913704
40,0.43865690714993166,0.5470925728537853,0.473984065765019,0.47879102631386017
41,0.4388649389108222,0.5457623458311314,0.4708906138005212,0.4762946158375407
42,0.4388633148543037,0.5443541987809846,0.47199651454061753,0.47431014009110584
43,0.43959791346376403,0.5435785425946287,0.4696229145875907,0.4776554431671773
44,0.4400892363872482,0.5428839311074815,0.4758307719575972,0.47632456112458516
45,0.44050128414921264,0.5421465293863401,0.4719312878086403,0.4746698609586842
46,0.44082289145984044,0.5413873942498159,0.4706120438153521,0.47530100485538773
47,0.4410856450891693,0.5417245748677573,0.4720389592720035,0.47353858309689456
48,0.4411485882594794,0.5400744102852466,0.4698629574406523,0.4753156987282068
49,0.44091782235600885,0.5400953275120041,0.47098613748784673,0.4762887665353818
