epoch,f1,loss,val_f1,val_loss
0,0.5695230398408573,0.3266326662062085,0.5989440354105044,0.3091986306858029
1,0.5703699990412376,0.32519153926142125,0.6045547583920048,0.3092411447745207
2,0.5712872466360452,0.32418154114465686,0.5948353980547537,0.3168086820772016
3,0.5727197302202792,0.32231130087767973,0.6053407825860904,0.30192527910923295
4,0.5732421077291974,0.3210629928243759,0.6058957827497453,0.32362028161194173
5,0.5746261582141673,0.3198945703315623,0.5860832491721824,0.308872670349045
6,0.5750720449893783,0.3191593706182288,0.6066488058062831,0.291608959518345
7,0.5761187440198883,0.3179347508861038,0.5984002095540378,0.311238333363278
8,0.5764633968965036,0.31748009080500295,0.6004264588410457,0.3086108328207358
9,0.577082826131274,0.3162873676474145,0.6059797599566787,0.3029259957279085
10,0.5777095047281576,0.31573600613460084,0.6093315187660167,0.31348432286937505
11,0.579277251409477,0.3136144764995338,0.6077605322457826,0.306808141768663
12,0.5795146431251916,0.31342284077158356,0.6053697450895136,0.3075839442667358
13,0.5803746063097451,0.3125046997972709,0.6020005308852691,0.31184745144171405
14,0.5812350070593981,0.3110836193539635,0.6082799136937439,0.2985691065380054
15,0.5820531248877113,0.3105189748428383,0.6036183128997299,0.30972996169844613
16,0.5833017594054699,0.30877468103454736,0.6125073794602311,0.3116540184913816
17,0.5837100093838011,0.3081208119080958,0.6179215564523342,0.297104410943707
18,0.5846137688693498,0.30718619067203473,0.605964522734372,0.3126815029006632
19,0.585418130797924,0.3060753022934896,0.6060925597109162,0.30379903271067726
20,0.5866806403397479,0.3045884456218772,0.6005598009406963,0.30507948678746505
21,0.587214774023336,0.303902844076968,0.6124171231299322,0.3113772681291765
22,0.5878994371640915,0.30316540305051426,0.6180733248492949,0.3062163661171781
23,0.5884666289783561,0.3024958089877484,0.6184176364289582,0.2972803927494474
24,0.5892778449299428,0.30179893189233664,0.616077706889739,0.3123254272539995
25,0.5900755845856032,0.3004362006606972,0.6063637135761606,0.30857182022071966
26,0.5913376129338623,0.2992463995594079,0.6206579466374443,0.3109853720489298
