epoch,f1,loss,val_f1,val_loss
0,0.5237543949710174,0.3914068100199175,0.5416824644836836,0.3614543959199447
1,0.5250950258823359,0.3890381043492004,0.5413273906810319,0.3534601739126613
2,0.5252629334048484,0.3887996257614498,0.5489676322744907,0.3612421865015202
3,0.5260539147257894,0.38813621387303765,0.5578868411606923,0.34715251211456455
4,0.5255166769245473,0.3885452520834112,0.5557353385000436,0.346827859548719
5,0.5265172725113934,0.38710819419966164,0.5577605362909228,0.35651957428284814
6,0.5261161562879748,0.38817898833690634,0.5407916651056859,0.36419497025229003
7,0.5274226588243723,0.3858796868116369,0.5439859172705916,0.3510449296930084
8,0.5280170122498941,0.3852223668964005,0.5576765219238582,0.35074236143392173
9,0.5280489596581447,0.38505385724506414,0.5518577497307396,0.34868084631206353
10,0.5289591690612797,0.3837461056659454,0.5536096352464929,0.34998920968528896
11,0.5297426889491982,0.38299895509681664,0.5517369897694132,0.3538582505326881
12,0.5299536689462371,0.38212535456798863,0.5464402126993992,0.351396695114981
13,0.5310671581450318,0.38049647611609705,0.5567363431447562,0.3485535663066042
14,0.5314994136833693,0.38025203380466766,0.5572486837824067,0.34811601862320196
15,0.5329582017309042,0.3783758766105746,0.552801963726108,0.3528604949907595
16,0.5327989067698026,0.3778429239144227,0.5571629276416642,0.3604568389925879
17,0.5342123024152288,0.376408559317088,0.5633741186317447,0.3512528364125841
18,0.5348237344356388,0.3752751487549741,0.5586805622126503,0.36259278413411733
19,0.5352463881713776,0.374642977859833,0.5690467378294295,0.352263245952357
20,0.5365209117139357,0.37304225148610753,0.5599367464734684,0.36170910776434484
21,0.5370097442486214,0.37214195939439493,0.5591041782261668,0.3629069681345416
22,0.5367653252781945,0.3725383844702041,0.569522589492986,0.3561586804852556
23,0.5378517593380876,0.3713729624013654,0.5644413826131699,0.35413291837540684
24,0.5388705967648761,0.3698076528401986,0.5613568806502004,0.35424101843972616
